condition,seed,subset,threat_model,attack_model,feature_set,n,members,nonmembers,mia_auc,mia_advantage,mia_balanced_accuracy,mia_precision,mia_recall,tpr_at_1pct_fpr,tpr_at_5pct_fpr,operating_threshold,shadow_calibration_auc,analysis_role,run_source,formal_dp,target_epsilon,actual_epsilon,delta,noise_multiplier
non_private,42,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.5017771153560524,0.008970389775343368,0.5020242914979758,0.5017138248538208,0.5926014130348496,0.0,0.0,0.49985956900833967,0.5009336124463495,primary,accepted_experiment_05,False,,,,
non_private,42,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.5014386384991358,0.005636262602206843,0.5000396919901564,0.5000320286977131,0.6196713503215051,0.0,0.0,-1.4543639e-05,0.49978941001571253,primary,accepted_experiment_05,False,,,,
dp_eps_4,42,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.5028840672053674,0.01286020481066924,0.500515995872033,0.5005141998259631,0.502262443438914,0.0,0.0,0.49985580787381517,0.501753946133048,primary,accepted_experiment_05,True,4.0,3.9982670408726286,1.134031140495118e-05,0.6817626953125
dp_eps_4,42,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.50166603008869,0.012225132968167018,0.5043661189172025,0.5059536696254601,0.37104072398190047,0.0,0.0,-7.5102134e-06,0.49811670044991274,primary,accepted_experiment_05,True,4.0,3.9982670408726286,1.134031140495118e-05,0.6817626953125
dp_eps_2,42,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.5029159922068966,0.01174882908629038,0.5008732237834405,0.5008639648130694,0.5062316424545527,0.0,0.0,0.49980178014216076,0.5018781072656153,primary,accepted_experiment_05,True,2.0,1.999037532733395,1.134031140495118e-05,0.88134765625
dp_eps_2,42,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.5016083243565534,0.011193141224100978,0.5032547431928237,0.504264614104431,0.38485353655632293,0.0,0.0,-1.6808652e-05,0.49704851394612953,primary,accepted_experiment_05,True,2.0,1.999037532733395,1.134031140495118e-05,0.88134765625
non_private,52,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.5047815346496959,0.013495276653171406,0.501031991744066,0.5009714541921985,0.5321902040168294,0.0,0.0,0.49985956900833967,0.5009336124463495,primary,trained_experiment_06,False,,,,
non_private,52,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.502346333217903,0.011828213066603144,0.5011510677145352,0.500930740098851,0.6195125823608796,0.0,0.0,-1.4543639e-05,0.49978941001571253,primary,trained_experiment_06,False,,,,
dp_eps_4,52,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.503100569256303,0.011113757243788214,0.5010716837342224,0.5010704940131631,0.5016273715964118,0.0,0.0,0.49985580787381517,0.501753946133048,primary,trained_experiment_06,True,4.0,3.9982670408726286,1.134031140495118e-05,0.6817626953125
dp_eps_4,52,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.5019608385093459,0.011113757243788214,0.5,0.5,0.4391521790902596,0.0,0.0,-7.5102134e-06,0.49811670044991274,primary,trained_experiment_06,True,4.0,3.9982670408726286,1.134031140495118e-05,0.6817626953125
dp_eps_2,52,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.5036694121600819,0.011986981027228727,0.5013495276653172,0.5013425999052282,0.5039295070254822,0.0,0.0,0.49980178014216076,0.5018781072656153,primary,trained_experiment_06,True,2.0,1.9990375327333947,1.134031140495118e-05,0.88134765625
dp_eps_2,52,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.5015533693672451,0.011986981027228727,0.4998809240295309,0.49986603554523534,0.4443121378105898,0.0,0.0,-1.6808652e-05,0.49704851394612953,primary,trained_experiment_06,True,2.0,1.9990375327333947,1.134031140495118e-05,0.88134765625
non_private,62,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.5005401790922005,0.007223942208462342,0.49980154004921806,0.499829502830253,0.5818051917123125,0.0014289116456299119,0.02754624116853219,0.49985956900833967,0.5009336124463495,primary,trained_experiment_06,False,,,,
non_private,62,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.5002335705204662,0.008017782011590091,0.5000793839803128,0.5000699300699301,0.5676748432166389,0.0,0.0,-1.4543639e-05,0.49978941001571253,primary,trained_experiment_06,False,,,,
dp_eps_4,62,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.502695214373581,0.010875605302849867,0.5009129157735969,0.5009091627796664,0.502976899261729,0.0,0.0,0.49985580787381517,0.501753946133048,primary,trained_experiment_06,True,4.0,3.9982670408726286,1.134031140495118e-05,0.6817626953125
dp_eps_4,62,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.5009065320336543,0.01103437326347545,0.5027387473207907,0.5039271485486625,0.3514328808446455,0.0,0.0,-7.5102134e-06,0.49811670044991274,primary,trained_experiment_06,True,4.0,3.9982670408726286,1.134031140495118e-05,0.6817626953125
dp_eps_2,62,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.503180265176524,0.010875605302849867,0.5014289116456299,0.5014126510751844,0.5071842502183059,0.0,0.0,0.49980178014216076,0.5018781072656153,primary,trained_experiment_06,True,2.0,1.9990375327333947,1.134031140495118e-05,0.88134765625
dp_eps_2,62,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.5004795430154704,0.010875605302849867,0.5015082956259427,0.5019995790359925,0.3786615860919266,0.0,0.0,-1.6808652e-05,0.49704851394612953,primary,trained_experiment_06,True,2.0,1.9990375327333947,1.134031140495118e-05,0.88134765625
non_private,72,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.5027829388078069,0.00770024609033898,0.4993252361673415,0.4993719057119633,0.5364769389537192,0.0,0.0,0.49985956900833967,0.5009336124463495,primary,trained_experiment_06,False,,,,
non_private,72,overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.5013666402475621,0.004921806779391913,0.49996030800984365,0.4999681751638979,0.623561165356831,0.0,0.0,-1.4543639e-05,0.49978941001571253,primary,trained_experiment_06,False,,,,
dp_eps_4,72,overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.5032602856402862,0.00952607763753277,0.5009922997539097,0.5009820095844135,0.5062316424545527,0.0,0.0,0.49985580787381517,0.501753946133048,primary,trained_experiment_06,True,4.0,3.9982670408726286,1.134031140495118e-05,0.6817626953125
