subset,threat_model,attack_model,feature_set,n,members,nonmembers,mia_auc,mia_auc_ci_low,mia_auc_ci_high,mia_advantage,mia_advantage_ci_low,mia_advantage_ci_high,mia_balanced_accuracy,mia_precision,mia_recall,tpr_at_1pct_fpr,tpr_at_5pct_fpr,operating_threshold,shadow_calibration_auc
overall,score_only_black_box,confidence_threshold,confidence,25194,12597,12597,0.4983022780769849,0.4915542911038729,0.5053192526613607,0.005795030562832482,0.004128392228437814,0.015804861831452348,0.4994443121378106,0.49967030896759607,0.8421846471382075,0.0,0.05263157894736842,0.9999425949521943,0.5006275732763351
overall,score_only_black_box,logistic_regression,prob_attack,25194,12597,12597,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5
overall,score_only_black_box,random_forest,prob_attack,25194,12597,12597,0.502893104009985,0.49618105928589057,0.5097947610012471,0.008176549972215508,0.004141526711762217,0.01990189363929444,0.5007938398031277,0.5073529411764706,0.05477494641581329,0.009208541716281654,0.05128205128205128,0.7560555451424411,0.4951871744826742
overall,label_aware_audit,loss_threshold,loss,25194,12597,12597,0.4975176767365973,0.4907949448045698,0.5043137483318817,0.006350718425021884,0.0036994453847484913,0.01418287531164289,0.499484004127967,0.4996938439074938,0.8421846471382075,0.0,0.0,-5.740669553862586e-05,0.5009757777030778
overall,label_aware_audit,logistic_regression,loss + correctness,25194,12597,12597,0.49751631554427,0.49079164660416186,0.5043105920383574,0.006350718425021884,0.0036798311344362847,0.01418287531164289,0.499484004127967,0.4996938439074938,0.8421846471382075,0.0,0.0,0.5014830029219337,0.5009785849394033
overall,label_aware_audit,random_forest,loss + correctness,25194,12597,12597,0.4975749949070296,0.490625958880286,0.5047793600995031,0.0036516630943875805,0.0012063463708107214,0.016205446322554197,0.4994443121378106,0.49971240755957275,0.9655473525442566,0.009446693657219974,0.04588394062078273,0.18112150514636957,0.5001241989404639
