condition,epsilon,recall,fpr,f1,utility_only_nondominated
non_private,,0.7093430998207745,0.056101328390485,0.8097495523234578,True
dp_eps_4,3.9982670408726286,0.7133795683004752,0.0875502008032128,0.8016574281225066,True
dp_eps_2,1.9990375327333951,0.7010831450167536,0.083822469364638,0.7946051633975273,False
